"St Paul’s is a stunning space with so much history. The central dome and ceiling is outstanding. We headed as a family for a few hours looking around. Typically we are the sorts that like to really listen to the audios and take our time. The last place we intended to visit was the Quire but without any warning this area was shut at 4pm. When I enquired I was told that was the time it shut - but this isn’t signed anywhere. If we had known that we would have planned our visit accordingly and saved the audio of the nave and dome until later (as we were staying for Evensong anyway). I explained to a member of staff that we hadn’t seen the Quire, and he said if we told the ticket desk we could come back on Monday. This wasn’t a good enough response in my opinion. Our weekend away had other plans for rest of trip. Secondly, if I’m paying such a large entry charge, I expect to be made aware of when areas shut so I can plan my family visit accordingly. It is seriously one of the first times I have felt ripped off by a top attraction, and it took the edge off my visit. I’m not likely to want to pay the full entrance again just to see the Quire. That aside it is a wonderful building and worth exploring if in London. The review should have been 5 star review though. ","June 20, 2019"
OMG. what a place. some much character. so much pomp and ceremony . so much artistry. defianely worth a look,"June 20, 2019"
We found St Paul’s to be really interesting and picturesque inside. Got a few happy snaps then did the climb to the top of the dome which was well worth it for the photos of London we got. We scored a hot day for London so was a bit hot at the top but made for some super shots. ,"June 20, 2019"
Must see. Lovely guided tour. Located in area with many eating places. Close to stations in the area.,"June 20, 2019"
Amazing history and well worth the visit. I did this as part of exploring my ancestry and was able to get contact information to check further.,"June 20, 2019"
I've seen pictures and documentary videos and was still overwhelmed by the beauty of this historic church. You must stop by and take a look for yourself.,"June 19, 2019"
"Admission to St. Paul’s cathedral includes an audio guide - if you are visiting on your own take advantage of the opportunity to learn about this magnificent and historic cathedral. On previous visits I hadn’t used the audio guide and frankly missed out on some interesting information!This is a working cathedral so you may be fortunate to visit during a service. The whispering gallery was closed during our visit but the dome is open if you dare to climb up. Incredible views of the city reward those who do that.We enjoyed the informative tour, especially with regard to the crypt area. Down there is a timeline of the city which includes the various historical eras of the cathedral. You can also learn about some of the famous folks who have been either buried there or remembered with plaques.We enjoyed our walk to the cathedral, and then continued on to St. Bartholomew’s and then to the Museum of London. Lots to see along the way!","June 18, 2019"
I would highly recommend visiting St Pauls cathedral ! It was beautiful inside and out! Its a must see,"June 18, 2019"
St Pauls is well worth a visit an absolutely stunning place and so interesting well worth the visit do the stairs if you are brave enough and got the energy we didn't,"June 18, 2019"
"The vast mosaics, the incredible architecture, and wonderfully executed acoustics - St. Paul's cannot be missed! Whether you consider yourself religious or not, it's worth seeing this beautiful church. If, however, you do consider yourself to be religious, I highly recommend taking in at least one service, whether it be Evensong or Eucharist, while in London. There is something magical about gathering together with people from all over the world in one of the most beautiful places, united in one, positive action that is worth experiencing. but I will emphasize, it's still worth seeing even if you don't associate with the Christian faith largely because of the art and history of the place. ","June 18, 2019"
amazing- a must see. The decor inside is breathtaking and it is hard to image this was constructed many moons ago without all the technology we possess and rely on today.This was value for money and would recommend getting a London pass and visit many places within the area of Westminster and surrounding district.,"June 18, 2019"
"We took the tube to the St. Paul’s stop and found that the station basically stands in the shadow of the cathedral. Only a few people were lingering on the steps outside when we went in. Unfortunately, photography isn’t allowed inside, so I only made one picture of the side of the nave before seeing the sign. The space is large and impressive and that early in the morning there were fewer tourists inside. I’d heard about the Whispering Gallery, so I was disappointed to discover that it was closed the day we were there (I’ve since been horrified to learn that it closed a month before our visit because somebody had died), but the Stone Gallery and the Golden Gallery were both open. At 257 and 376 steps up, respectively, the galleries can only be reached by visitors via spiral staircases. Girding my loins, we began the slow ascent and I’m happy to report that the views at the top were absolutely worth the risk of cardiac arrest.The views from the Golden Gallery weren’t substantially better, and the sense of vertigo I got from looking over the parapet was palpable, but I still felt a real sense of accomplishment for climbing all that way. At one point, there’s a small circle in the floor near the top of the stairs positioned exactly in the middle above the dome where you can look down into the cathedral, spying the chairs assembled far below.","June 17, 2019"
"Visited St. Paul's as part of a city tour. It is a beautiful church with soaring ceilings, gorgeous arches and a dome that is stunning. The history of this church is very interesting. Would have liked more time to explore.","June 17, 2019"
"Went to St Paul’s on an early morning visit. Eldest son and I went in. Wonderful visit, amazed by the vastness and the history. Went up to the galleries - a bit steep and vertigo inducing going up to the golden gallery, but the views from the top were worth it. Been coming to London since 1975 and this was the first time I had been into St Paul’s. Loved it","June 17, 2019"
"It is a grand church, quite large with an interesting history. From the ancient Roman foundations to the way that the church was designed and built to shreds even though they had been rejected by the king and the church, through to the way the volunteers saved the church from fire and bombings during WW2","June 17, 2019"
This is another must see when in London. It contains so much history and the place just leave one in awe. The only downside is that no picture are allowed. Purchase your ticket online for a discount and the skip the line add on is totally worth it.,"June 16, 2019"
"We have been to St Paul’s twice. Both times we left in awe. We had the London pass so we didn’t pay to get in. They have an audio tour guide if you like. It is beautiful. Unlike many cathedrals, they do allow photos as long as there is no flash. We did not do the stair climb to the top as we were short on time. Definitely something you do not want to miss.","June 16, 2019"
"The oldest medieval cathedral in London.The dome with the art was a treat to watch. It was the place where Prince Charles and Lady Diana got married and the Queens silver, diamond and golden birthday celebrations were held. There is a crypt at the bottom which housed the remains of many greats such as Lord Nelson, Florence Nightingale, Sir Alexander Fleming. .","June 16, 2019"
"Stunning.Audio guide is helpful but there is no set path to take so it is easy to miss things and get separated from your group. It is better to set a meeting time and place and explore on your own. Soon after our arrival, a service began and we took communion. Spent about 1-1.5 hours here. We arrived around 1pm and there was no queue and we walked right in and purchased tickets there.Highly recommend a visit.","June 16, 2019"
"St Pauls has been on our 'must visit list' for many years but we have never got around to it until now. It's such an iconic London building from the outside and we were not disappointed with our visit. On entering the Cathedral, the staff on the reception were extremely helpful and pointed us to the guided tours which is included in the ticket price. Prior to our tour starting we had some time to get a feel for the Cathedral. We then joined up with others for our tour to begin. Gary was our tour guide. He spent a shot time getting to know where in the world his audience came from. He had a great sense of humour and his knowledge of the Cathedral and Christopher Wren was educational. The actual tour is about 1hr 30 mins but ours did over run, very much due to Gary’s enthusiasm. For us it was a must having a Tour Guide as there is so much you would miss. After the tour, we climbed to the top of the Cathedral which is some steep climb but the views over London were amazing, even on a wet and cloudy day. Visitors need a minimum of 3 hours to take in this amazing building.","June 16, 2019"
Was there last week..... what a lovely place. Is beautiful and big. The most beautiful is the Dome..... I love the part where the painters are .... is a combination of monochromatic and golden paints all are very nice. The whispering gallery is simple fascinating and the crypt is just well designed.... I can believe I even sat to have coffee with all this dead bodies anyway a experience to remember ☺️,"June 15, 2019"
"We bought tickets on line but there was no queue at 9am on a Saturday and it wasn’t yet overrun with tourists so this was s good time to visit. Get the free audio guide and do the 30-minute highlights. It’s really well done with both videos and audio describing the most significant sights. Be sure to visit the crypt to see Admiral Nelson’s coffin, the Florence Nightengale plaque, and bust of Lawrence of Arabia, among others. The Whispering Gallery was closed and a wedding prevented seeing some of the crypt but still a must-see on your visit.","June 15, 2019"
"It is expensive to enter here but worth it. We came at 4pm and only had half hour to explore. The ticket does, however, give you 12 months validity to re enter. We wish we had more time as this place is so beautiful. I also highly recommend climbing the dome. It is a hard climb but You get amazing views of London","June 15, 2019"
"We spent hours at St Paul’s taking the self guided tour that included a great handheld screen that was easy to use, pausing and restarting segments. ","June 15, 2019"
"The tickets were £20 but the church is beautiful with a lot of history. Bombed in WWII and restored many famous persons buried in the crypt, Admiral Nelson, Duke of Wellington. Also the list of Americans killed in WWII in Europe given to the English by General Eisenhower and a memorial to the Americans in the church.","June 15, 2019"
We were lucky enough to be in London on a Sunday and able to attend a beautiful service at this historic church. The choir sounded amazing with the fabulous acoustics. The beauty of the murals and the overall visual beauty were truly spiritually inspiring. Not a time to be a tourist just to be.,"June 15, 2019"
"I found the cathedral itself absolutely fascinating, however on the occasions I had to communicate with the staff I felt there was a huge lack in any form of manners and politeness, even from the beginingWhen buying our ticket to handing in the audio tapes. No hello, no please, no thank you, not even a welcoming smile!!! My mother is disabled and unable to walk many steps, there is a lift saying available for disabled, when asked, the staff member just rudely stated no lift up.... When we reached the top of the spiraled staircase (a struggle for my mother) there were doors to a lift. Had she of had the support up the spiral stairs she may have made it to the first floor. If there are doors to the lift at the top why does the lift not go up? When asking the staff member at the top of these stairs she sarcastically answered, the stairs are all over the place, you will see!!!!Not a place I will be visiting again!","June 15, 2019"
Wow.. I have no words to describe this beauty.. from out side also it’s damn beautiful and once u enter inside and see wall designs and painting is just amazing and it’s a state of the art .. it also has a viewing gallery or a observation desk from where u can witness entire city but for that u wll have to climb some 250 stairs one way and the climb is steep and has round stairs.. fatty people can’t pass though one thin tunnel so think before u go.. it doesn’t have a life to go up only way is climb.. my 5 year old climber and m so proud of him .. rest it’s manageable and lovely .. ,"June 15, 2019"
"The Cathedral is very interesting as it shows the history of that part of London! It is totally worth it to go to the dome as you will be able to have a great view of the city, although you have to climb many stairs so just be prepared! But I assure you that when you get to the top the view will be amazing!! ","June 14, 2019"
"This is a London Trade mark and u should at least see it from the outside while in London. If you like to look at Amazing builings or of course are a person of faith u should also Go inside. It Costs 20punds but its more worth the Money than for example the London eye in my opinion. If u want (and Can) there is a 500+ steps stair to the dome where there is an outside plateau. If not, just walk around and look at the Amazing details in the decorations. I have been to the Church of Sct Peter in Rome and even if the Sct Pauls is smaller it is nearly as impressive.","June 13, 2019"
"I have been on the steps of St. Paul's before, but I've never had the opportunity to enter it. Beautiful church, so full of history!","June 13, 2019"
No problem with narrow holes and hundreds of steps? then try one of the best panoramic views of London...,"June 13, 2019"
"Magnificent!!! Had a tour booked with Ing Tours, Richard was able to get us all the history and information about St. Paul's without us feeling rushed or that we missed anything.","June 12, 2019"
"Great but popular venue - sometimes get 10,000 visitors a day so best arrival early! Lots to see on all levels, including the crypt! ","June 12, 2019"
Beautiful Cathedral! Amazing artwork and ceiling. You can see where they got the staircase for Harry Potter from this Cathedral! So many hidden treasures here!,"June 12, 2019"
"I was in London twice before but failed to see St. Paul Cathedral. Its location is quite further from the known landmarks. On my third visit, made sure to visit this wonderful cathedral. It is breathtaking. Architecture is mind boggling. Don't miss the gallery where you get a breathtaking view of London and the Thames river. ","June 11, 2019"
"Get in line early or just be patient - it is well worth the wait. St. Paul's is so different from Westminster - Westminster is dark & broody, filled with the weight of kings and queens (but still a place I love to pieces.) St. Paul's is filled with all that natural light that Wren so carefully made certain would flood the building - it's so airy by comparison. As an American I love the American chapel dedicated to the memory of WWII soldiers. As a lover of history - especially military - see the tombs of Nelson and Wellington is quite moving. Wren's tomb is so simple - why have something fancy when one's own amazing cathedral is all you really need to be remembered? One of the many staff/volunteers approached us to ask us how we liked the building and spent some time speaking to us about the history of the place - it is one of my favorite things about the U.K. - every place we visit - people who work or volunteer at a historical site - they are so knowledgeable and proud of their history - and eager and witty about sharing it. And more than a little money was spent at the beautiful gift shop - Wellington & Nelson will hang on our Christmas tree. We added the ticket to St. Paul as the thing to do on our last day in London - and I cannot think of a better way to finish our trip to this beautiful city.","June 11, 2019"
"Amazing place to visit good half day, do yourself a favour (as little ng as your fit enough) and walk the 500+ stairs through the narrow walkway sand steps to the top... very interesting ","June 10, 2019"
"Once of the most important bits of London's skyline, St Paul's still stands out despite the proliferation of skyscrapers. It's partially rebuilt since the war but still an impressive historical structure. It's also alive with public programs as well as services.","June 10, 2019"
Another can’t miss London landmark. The dome is phenomenal. This definitely worth the price of admission. ,"June 10, 2019"
Wren’s masterpiece is magnificent - both as a working place of worship and as an architectural icon. Do not miss the opportunity to climb the dome all the way to the top and be treated to excellent panoramic views of the city as well as getting up close and personal with the interior structure of the dome. Be forewarned - the climb involves a significant number of steps and the spaces can be narrow and claustrophobic.Do not miss the crypt where you will find the resting place of well-known religious and military leaders.,"June 10, 2019"
"A stunning cathedral and a beautiful example of the fine architecture of Sir Christopher Wren. It is well worth visiting this jewel on the London skyline. Some may say the price is a bit steep, so I would highly recommend the included 90 minute guided tour (there is a shorter one too) to make the price more worthwhile. I am not usually one for guided tours, but felt this gave me a deeper understanding of the history, artworks, and architecture of the building as well as the English history which surrounds it from the Great Fire to the Battle of Trafalgar and even Harry Potter. There are so many gorgeous touches to the cathedral that you would never know about otherwise. A visit is not complete without climbing to the top (or as high is open) to appreciate the view across London, in spite of the many steps!","June 10, 2019"
This is the cathedral that Prince Charles married Princess Diana. I think we weren't allowed to take pictures but they did have a nice gift shop that you can pass through on your way to the exit. Prices were reasonable. I got postcards that showed what the inside looks like. Do not miss seeing this magnificent cathedral.,"June 10, 2019"
I have been to many cathedrals but there was something spectacular about this one. It is beyond beautiful. ,"June 10, 2019"
"Walk past here alot and never been inside, great history in this place and architecture is pretty amazing, British building really is something to shout about. ","June 9, 2019"
"An outstanding living cathedral, full of character, epitomising the spirit of England in prayer and located in the heart of the capital city, it is worth a visit either as a tourist or a local on a day out in the City.","June 9, 2019"
"Such an enjoyable afternoon, saw the bells being lifted after maintenance. Lots and lots of steps so not disability friendly. So much history. Friendly guides placed around the building. And so very beautiful. ","June 8, 2019"
You can’t help but get chills as you walk through St. Paul’s. The exterior does not even begin to do it justice! Looking up at the beautiful ceilings covered with millions of mosaic tiles glistening is like staring in to a sea of jewels - it is truly a masterpiece!,"June 8, 2019"
We took the guided tour. The building architecture and the history in this majestic church is touching. The weather was kind to us so it was nice to walk the grounds and climb up to the dome- though- warning: do not climb the dome if you are unfit like me!!! It’s claustrophobic and a better view can be seen on the London eye! ,"June 8, 2019"
"Stunning.Worth the visit. A piece of modern history, the architecture of the church both indoors and outside are extraordinary. One of the most beautiful cathedrals in the world.Walking inside, aside from the beautiful decor and history, the atmosphere is peaceful. Photos are allowed so bring a camera. You can easily spend an hour or even two here.. When you are done exploring the Cathedral and the crypt below, you can climb all the way up to the top for an incredible view. . A must see for any tourist. This is one of the best places you could visit in London.","June 8, 2019"
This is a beautiful church and worth the £20 entry fee. Take the audio tour and enjoy looking at the art on the walls and the ornate ceilings. Take a seat and enjoy the visual delight of this amazing church. The views up Dome are worth the 300+ steps and a few more hundred to the top level. Have a great time! ,"June 7, 2019"
"I have been to many Cathedrals around the world. In my opinion, by far, this was the best. I liked Westminster Abbey but enjoyed St Pauls much more. I caught myself actually say “wow” out loud once. It was a perfect day to go because it was raining so good day to be inside. I walked right up and was inside in 30 seconds. The audio guide was very nice. I am glad they allow pictures. I did the climb to the dome. About that...I’m fit, I hike and run a lot. So I wasn’t worried about the physical side of it. Yes, it is not for the weary but there were several senior citizens mailing the climb. There are places to stop occasionally to rest. However, half of the climb is on a monkey tail staircase that is a very tight turn and constant twist. So...if you are balance challenged or get vertigo, you may want to think twice about it. The view is all everyone says it is. I didn’t do the Shard tour because I knew I was going to get a great view of the city during this tour. I will say to make sure if you do the climb to stop at the galleries portion. I wasn’t paying attention and didn’t realize this was where you stop for it until I was back at the bottom and since I didn’t want to be a show off, I wasn’t about to climb it again (just kidding, I was too tired). I spent 3 hours here and could have easily spent another hour if I didn’t have other places to go. I would say the differences between St Pauls and Westminster Abbey are these...Longer wait at Westminster Abbey if you don’t book ahead of time. Westminster Abbey has more names would will recognize like Isaac Newton while St Pauls has a lot of military folks but they also recognize the whole group. I mean its great to recognize a general of field Marshall but being someone who has served, I know those guys are only as good as the little folks sacrificing and putting their lives on the line. St Pauls recognizes them. You can take pictures at St. Paul’s and not at the Abbey. It wasn’t as crowded at St Pauls so I didn’t feel like I had to keep moving or get out of peoples way. Don’t get me wrong, I liked them both and would rec both, but I like St. Paul’s better.","June 7, 2019"
I thought it’s expensive for the first timeIt's worth paying money for thatPlease be careful in closed time,"June 7, 2019"
"Being there for concerts and events and it has an excellent accoustic and seating space. You will also have the chance to admire Wren's skillful architecture and the various paintings (and tombs) around. Good for the family, or during your break if already in the City","June 7, 2019"
"Well up front, St Paul's Cathedral is one of those iconic landmarks - along with Westminster Abbey - that you have to visit when in London. Admission to St Paul's is 20 pounds per person which at first glance, begs the question, is it worth it? Taking the plunge, my wife and I paid the entry price and then opted for the short guided tour which in retrospect was entirely sufficient. After the guided tour (which was very good) we did our own thing. This comprised of taking the hundreds of steps to the upper external viewing gallery in the church (great viewing) and then going down to the basement crypt to view the monuments to some of the UK's great achievers (Duke of Wellington, etc). Highlights are the mosaic ceilings in the Cathedral, the upper dome viewing and the crypt. Recommended.","June 7, 2019"
We visited one afternoon and there was a service. We were pleasantly surprised when the boy's choir/chorale performed. ,"June 6, 2019"
"This is a great thing to do with teen age children, lots of climbing of stairs rewarded by great views. The whispering gallery is fun. The Catherdral itself is magnificent.","June 6, 2019"
"The building looks good from the outside but the inside is truly stunning, and so well presented. I understand peoples comments about the high charges to enter but having seen the condition of this Cathedral I do not mind contributing to its upkeep. The audio system, although not as good as the Westminster Abbey one, helps you to navigate the tour at your own pace.There is something to see at every turn with mention of many famous people in our history. Christopher Wren was some architect!","June 6, 2019"
"The silhouette of St Paul's Cathedral represents a quintessential feature of London's skyline. Wren's architectural masterpiece marks the culmination of over 1400 years of there being a Cathedral on this site. A ""must visit"" destination for anyone travelling to London.","June 6, 2019"
"There is an amazing amount to see in this historic church. You could easily spend several hours if you wanted to. The main floor is huge with lots of artistic details. Definitely take one of the audiotour guides to see things at your own pace. There can be lines to get in so our London Pass allowed us to enter quickly without a line. Also go to the basement to see all the tombs of famous people (Lawrence of Arabia, Florence Nightingale). We loved the modern sculptures in honor of the people and buildings destroyed in the two world wars within the historic ceilings and walls.","June 5, 2019"
The truth is that I was a little disappointed. I expected more because it is so famous.What was more disappointing is that they charge an entrance fee of 20 Pound. I never paid to enter in cathedral - and sow many.,"June 5, 2019"
"Had the pleasure of going to evening song in St. Paul's Cathedral, it is a wonderful place to sit and reflect.","June 5, 2019"
The church is wonderful but the view from the dome is worth all 528 steps. Went to a few services and it’s quite special. The history and the beauty of these old buildings can’t be replicated ,"June 5, 2019"
"Another don't miss sight in London. If you're able, I highly recommend climbing the 550 steps to go to the top of the cathedral dome and look out over London. The views are great from up there but you must climb the steps. There is no lift for assistance. And of course the church itself is amazing with the kings and nobility tombs. Definitely pick up the audio guide so you know what you're looking at.","June 5, 2019"
"We visited St Paul's Cathedral expecting it to be like all the other churches and cathedrals throughout Europe, but we were definitely wrong. We had a wonderful time at St Paul's Cathedral which began with extremely friendly and helpful staff. The church was absolutely breathtaking and we were able to climb to the top of the dome for views over London as well as visit the tombs underneath the Cathedral. At the entry, we were given audioguides which were incredibly informative and provided plenty of history on the cathedral. As we went to the cathedral as it opened we were fortunate to have few other people exploring the cathedral at the same time, and would definitely recommend this. St Paul's was definitely one of the highlights of our trip.","June 4, 2019"
This cathedral is just breath takingSimply no wordsThe crypt is just stunning.I had no idea the beautiful tributes within the walls.Worth every penny of the enter fee.Staff all very knowledgeable.A must must must.Nearest tube is st Paul'sYou can book online for a discount,"June 4, 2019"
"I spent a good three hours here. I prebooked a ticket to save £3, and also a little queueing as it turned out. There are regular guided tours as well as the usual audio guided self tour. There is a quick half hour one, a ninety minute ground floor and crypt tour and one of the Triforium, which I’m not familiar with. Before the 90 minute tour, I had time to get up to both the Stone and Golden galleries, which are 376 and 528 steps up respectively. Not easy to do but well worth it. Then it was back down for the tour which was excellent. Not too much info overload and also time afterwards to fill in detail in areas suggested by our guide, Nora. Well worth the time! ","June 4, 2019"
"As an Episcopalian, I am a member of the Anglican Church so this is my ""Mother Church"" (according to my priest). I thought it was beautiful and enjoyed recieving communion there. A climb to the top is nice although if you are claustophobic you should avoid this part of the tour. I'd say this church is on my ""A"" list to visit.","June 4, 2019"
"Sir Christopher Wren's masterpiece that survived the blitz. The grounds are beautiful and the architecture amazing. A £20 admission charge and bag search a necessity of modern times. Did not make the trip to the rotunda for the view, but it is supposed to be spectacular. ","June 4, 2019"
"Visiting as an American, there are several components here that reflect the American soldiers lost in World War II. The history of this incredible cathedral will impress you. They don’t allow photo taking so I didn’t, however many others were taking photos. If you were in London for the first time, I would recommend visiting.","June 4, 2019"
I have started to dodge Church's but I'm so glad this was included in our Day London Tour. Having a FABULOUS tour guide made all the difference and we were able to put the place in its historical context. Great visit.,"June 4, 2019"
"This is a lovely Cathedral inside and out. You are not allowed to take photos inside at all, and this is strictly enforced. We were able to have a free-flowing tourist experience and not stand in a lot of lines or big crowds. We were fortunate enough to be in the area to attend a brief evening service featuring the choir - something I highly recommend as the acoustics are perfect for music. The crypt is a big part of the tour if that's your cup of tea. If you want to explore the higher points of the Cathedral there are lots of stairs. The gift shop was superb and had a wide variety of goods and pricepoints.","June 4, 2019"
Last time we were here St Paul’s looked like parliament all covered in scaffolding and tarps. What a great spectacular renovation yep they should be very proud this is a beautiful church,"June 3, 2019"
"We were in London and thought we would visit St Paul’s Cathedral, on viewing the admission charges decided against it, plus the whispering gallery was closed which was what we really wanted to see.","June 3, 2019"
The architecture is grand. Not to be missed is the American Chapel where a book with the names of all the Americans who died in the war is kept and a page is turned daily. Just reading about all who sacrificed during WWI and II makes it a very moving experience.,"June 3, 2019"
"Last time I went the top was closed to tourists... if that's the case I'd give it a 3 star experience... you need to pay to see a lot of it, which I'm not sure if worth it. But if you can go to the top, it's worth the fee and the time. Call ahead to check.","June 3, 2019"
Only downside is that you cannot take pictures inside. It’s a stunning church with a lot of history to it. Every corner has something to look at in awe. Great little cafe as well for s coffee stop before leaving. But please respect the church by not taking photos.,"June 3, 2019"
"St. Paul's Cathedral is not to be missed. It is stunningly beautiful, in a reserved way, as you enter the narthex. Originally fairly austere (by Baroque standards), it was ornately decorated during the Victorian Period, when the tumult of the Reformation was largely over.Rather too much is made of Lord Nelson, who is buried there; it is after all, a church, not a museum. ","June 2, 2019"
"Unlike so many other buildings in London that are covered in scaffolding, St. Paul's did not have any construction, which was refreshing! It is a beautiful and warm building. I recommend using the headset for the self guided tour, but it was hard to follow which attraction was next.","June 2, 2019"
"I’ve visited this beautiful 17th Century Cathedral a few times over the last few years and, each time, I’ve learnt something more about its history. This time I learned that it was the first Cathedral to be built following the reformation.It was very busy when I visited but the interior is immense and there was space for everybody. Make sure you climb to the top for great views. A lot of steps but worth it!Entry was £17. Photography was not allowed.","June 2, 2019"
"I thoroughly enjoyed my visit to St. Paul's Cathedral. It is quite large and there is a lot to see, so it's best to allow at least 2 hours. Climbing up to the dome gives some truly amazing views over London. The interior is gorgeous and it is vast enough to not seem too insanely crowded even though it probably is!","June 1, 2019"
"On a recent trip to London, we were able to attend Evensong on a Sunday afternoon. This classical Anglican service is sung by a 50 voice professional choir, accompanied by one of Europe's grandest organs, and performed in a Cathedral that is second only in size to St. Peter's in Rome. As a retired Anglican organist and choirmaster, I can honestly say that the music here was the finest liturgical music I have ever heard performed anywhere in the world.","June 1, 2019"
"Love it from the outside. Unbelievable on the inside. Over 500 steps to the galleries (get there early). No photos inside. Don't miss the crypt. Using a London Pass is economical. Loved it, super impressed ","June 1, 2019"
"St Paul’s Cathedral is an absolute must. A stunning building with a fascinating history. Staff were notably efficient and helpful, and the audio guide was brilliant. ","June 1, 2019"
"St. Paul's is absolutely impressive. There are just no other words to describe it. As an American, i found the chapel dedicated to the Americans particularly moving.","May 31, 2019"
"We visited St. Paul’s on a Thursday in mid-April. Jennie was our tour leader (1.5-hour tour), and she shared lots of interesting tidbits, and many of her strong and highly idiosyncratic opinions in that time. St. Paul’s is huge and we were there for only 2 hours. There is so much to see and only so much time. That said, we felt we got our money’s worth ($20 donation), and learned quite a bit along the way. This is a great place to visit, although we agreed amongst ourselves that it was less awe inspiring than Westminster Abbey, which we saw on the same day in the morning. There were many large student groups here the day we visited, and that affected our entry wait times significantly, even though we had pre-paid tickets. This is clearly a must-see sight, although if time is limited, we recommend choosing Westminster over St. Paul’s.","May 31, 2019"
"Wonderfull to see, great architecture and what an amazing view at the top!A must see if you visit London if you ask me.","May 31, 2019"
Amazing views and a great place to relax. I enjoy this place very much and can come back many times in the future. ,"May 30, 2019"
